167,482
121,650
76,433
393,433
143,528
265,535
335,607
149,639
223,561
279,604
180,659
295,457
82,492
89,476
243,653
249,529
228,466
286,540
308,527
227,654
217,613
323,666
296,470
137,676
309,603
250,431
282,453
13,481
160,681
4,488
102,552
128,510
380,436
176,576
335,665
24,523
285,543
337,547
264,622
172,602
281,611
350,523
325,675
195,591
98,661
224,528
186,633
7,565
358,452
407,590
105,671
11,484
415,439
165,663
412,593
263,636
188,503
334,667
404,637
243,430
147,422
88,435
152,496
164,631
207,465
157,454
287,663
299,525
158,503
207,432
228,507
103,613
358,632
258,503
46,553
218,623
406,577
398,448
215,666
274,641
187,625
374,580
286,479
265,634
385,579
257,482
182,458
268,679
14,564
199,603
282,467
169,501
28,446
106,597
100,436
70,471
160,523
12,508
271,547
69,633
358,596
245,509
272,499
208,522
36,569
53,569
310,479
316,540
92,460
126,482
313,443
96,514
102,599
398,419
296,666
2,581
256,545
217,569
199,543
389,664
50,552
219,493
267,646
40,449
15,511
396,669
238,449
226,626
185,482
122,531
313,538
200,471
253,487
219,646
125,455
398,485
86,654
83,678
395,429
212,525
350,662
124,581
255,660
0,422
18,602
417,653
275,496
295,423
351,485
285,532
35,500
220,580
70,506
332,602
264,434
144,538
110,613
73,506
253,547
2,563
339,543
129,477
113,503
2,467
381,570
32,543
332,620
41,608
272,528
406,523
191,420
182,473
174,443
149,491
269,653
86,648
149,551
328,421
92,598
24,651
100,503
92,662
231,491
177,585
212,498
308,675
307,527
387,602
105,539
6,519
9,465
100,568
398,674
197,521
277,471
405,515
411,444
299,551
395,498
352,483
215,449
49,469
15,578
280,655
384,524
40,603
258,515
108,462
345,429
230,460
30,651
155,423
387,680
133,654
242,460
365,481
223,448
334,431
104,479
377,480
113,481
406,443
60,468
1,424
183,515
288,607
278,462
208,474
49,629
378,467
331,542
360,668
124,488
84,424
415,481
99,499
254,507
238,439
274,503
64,586
221,548
189,666
250,484
98,665
86,555
178,466
398,681
248,666
59,596
242,566
358,501
367,537
31,584
154,660
179,650
61,593
218,522
142,680
280,572
348,429
262,631
86,498
43,642
209,637
24,545
257,561
169,645
415,547
140,681
42,620
89,445
401,596
87,569
307,593
248,583
357,546
360,440
319,474
19,428
320,666
103,495
314,514
301,671
24,474
416,666
383,567
256,584
335,655
146,452
290,433
295,443
120,679
348,676
396,561
155,533
277,454
200,633
227,633
378,472
325,542
84,522
85,460
26,456
26,528
148,634
110,450
380,628
259,639
121,553
21,656
244,643
315,578
338,578
283,492
10,477
79,488
263,503
215,610
358,674
238,479
306,555
368,614
49,603
317,457
169,521
322,446
38,589
333,570
116,502
119,429
245,552
243,663
180,642
398,595
143,506
68,599
108,573
121,646
29,521
399,650
246,503
111,575
321,582
204,565
249,483
83,545
183,451
96,547
225,623
290,508
193,520
56,659
110,492
261,567
380,537
363,569
218,587
307,453
101,650
13,551
80,425
57,480
291,448
325,469
273,540
316,578
148,615
248,597
321,607
294,588
177,425
233,557
171,610
148,472
120,488
267,521
238,453
211,541
148,485
398,637
234,537
384,559
149,545
111,613
186,525
243,566
205,494
342,526
187,419
280,659
172,506
39,535
234,438
347,504
361,670
395,606
414,471
257,518
116,494
170,444
181,610
117,494
124,504
184,449
0,600
390,568
55,564
415,508
140,503
355,498
164,473
146,505
188,505
171,518
299,671
70,677
130,610
327,490
24,557
279,437
357,542
158,679
276,452
206,606
261,675
354,564
91,523
329,469
298,580
142,526
165,490
285,677
271,668
16,514
215,431
325,508
25,657
315,594
376,666
417,543
360,540
140,597
381,651
93,452
306,596
221,640
177,670
335,507
36,546
273,628
360,430
246,603
120,514
147,602
29,442
179,659
186,450
415,578
21,617
150,555
398,617
356,543
332,541
337,596
326,675
245,492
177,467
219,647
36,563
316,560
258,571
283,676
363,421
303,642
15,508
239,538
13,542
273,603
204,505
230,488
385,620
232,525
266,674
142,488
398,489
168,519
348,529
343,492
294,503
142,459
353,498
192,484
194,493
363,659
371,644
330,511
233,503
263,632
177,593
214,508
393,498
2,644
79,580
60,496
74,580
182,464
288,437
35,669
406,490
368,571
180,480
273,465
41,500
317,667
140,439
358,563
346,500
418,663
363,481
388,613
281,663
407,543
226,638
294,636
366,593
91,563
22,482
218,643
370,488
298,660
210,651
279,467
183,461
209,645
256,537
32,544
383,452
134,495
333,583
165,628
399,635
24,628
262,478
85,513
23,633
7,677
248,601
84,515
233,653
122,472
83,625
372,646
160,638
315,610
402,424
394,674
245,654
22,676
33,447
61,517
257,655
10,658
300,566
278,632
53,641
225,503
400,543
284,625
354,568
361,488
174,588
263,423
285,607
230,442
152,486
80,456
370,505
371,575
247,642
203,583
51,461
86,432
250,426
256,674
282,477
245,455
325,679
322,547
110,646
287,555
339,517
359,519
255,548
160,430
87,524
18,424
328,610
159,580
137,469
351,466
135,636
353,587
194,483
75,623
334,628
170,617
91,551
304,550
362,446
195,594
335,449
323,675
1,429
356,639
381,619
340,548
348,478
86,634
104,507
400,535
165,676
271,442
106,670
110,657
296,479
99,661
416,449
120,539
102,614
301,653
167,668
189,603
197,657
407,549
405,535
233,664
170,437
141,475
276,641
318,465
257,570
414,631
359,591
216,547
174,572
146,515
257,594
302,579
125,655
105,585
242,498
336,459
68,542
399,555
375,431
216,475
160,610
80,634
1,530
263,518
263,657
316,539
214,570
28,489
332,553
236,478
251,488
134,545
313,499
248,620
71,677
201,515
379,611
48,580
266,443
69,586
122,657
329,489
117,663
165,453
409,518
207,425
298,609
307,665
134,523
160,432
17,605
148,492
127,673
189,664
287,524
149,522
337,564
391,470
347,520
89,652
159,592
245,647
41,648
305,540
174,568
175,680
392,650
293,528
327,556
30,585
252,441
182,490
65,625
109,645
202,534
164,599
300,443
38,453
75,478
383,439
308,610
191,560
356,569
396,674
417,637
64,645
254,587
63,465
390,423
31,555
250,442
321,491
276,676
164,654
166,484
33,675
206,434
32,507
3,480
191,617
172,592
253,610
162,493
311,440
84,448
361,647
191,668
380,514
275,580
395,560
89,645
333,520
186,500
355,613
319,642
417,537
197,654
229,657
88,613
281,486
384,431
252,645
293,561
85,634
65,447
80,464
254,549
124,543
385,551
330,612
92,666
266,551
374,505
406,426
357,669
117,600
407,555
212,594
194,675
104,551
364,574
155,451
251,541
288,501
297,430
146,675
65,672
262,603
109,584
122,538
354,517
328,596
273,655
82,560
103,545
175,611
330,628
354,667
250,467
397,651
334,438
338,591
110,446
206,484
57,524
271,575
315,484
94,678
389,586
279,478
198,503
306,561
286,644
317,506
63,457
24,663
314,462
235,429
283,452
8,457
325,519
341,595
0,523
406,675
2,555
403,503
379,567
368,641
229,435
309,607
141,600
74,453
191,422
378,638
415,644
342,506
123,563
371,466
124,534
299,544
260,548
158,596
298,422
256,425
310,632
190,553
7,603
266,444
364,430
390,450
380,456
413,486
275,559
253,647
175,625
262,457
289,419
305,445
250,642
340,437
87,441
382,652
159,427
104,491
414,447
410,674
149,581
186,672
58,557
350,485
349,432
279,441
23,548
266,617
25,453
207,601
96,668
123,575
336,625
95,671
318,576
49,583
55,507
367,664
146,474
149,665
127,537
96,497
291,653
259,501
108,429
314,643
226,446
361,466
220,613
11,491
311,477
235,645
22,497
393,457
318,619
184,442
9,585
150,612
11,543
163,565
151,614
39,617
82,678
368,566
325,553
12,677
376,641
282,528
174,482
350,545
197,581
321,448
288,431
303,487
26,630
249,653
286,592
228,657
113,428
182,591
71,660
223,505
219,606
288,478
211,489
254,672
10,603
78,605
15,672
404,636
45,535
417,487
377,586
274,534
129,568
89,566
101,583
284,422
147,515
381,508
191,673
300,654
214,454
320,528
19,649
240,504
281,460
0,520
226,479
203,494
230,565
354,436
383,493
84,507
297,512
9,658
403,551
397,539
113,628
125,503
362,528
331,527
248,563
224,435
340,605
144,546
133,661
352,461
229,514
276,673
386,496
187,541
164,457
143,526
44,635
17,652
381,610
77,605
49,500
217,558
358,617
163,472
15,517
282,444
90,616
258,673
182,662
267,466
169,620
145,565
123,558
291,657
316,653
201,680
73,554
329,499
161,555
322,483
190,495
55,424
44,460
254,548
152,463
129,524
101,520
257,493
317,621
350,678
118,666
149,537
268,585
258,622
195,596
293,531
178,531
145,480
60,444
146,546
393,604
34,594
303,556
386,544
352,599
149,659
263,429
242,556
125,541
265,579
35,497
240,581
235,452
0,469
119,646
399,477
391,480
159,502
139,488
398,543
210,561
170,451
266,497
312,562
361,467
141,446
22,615
171,590
231,628
156,434
248,435
28,569
348,466
193,441
103,487
45,560
220,586
272,539
154,531
12,675
170,431
216,538
182,493
145,469
407,515
109,671
340,572
104,515
134,660
128,606
338,490
85,510
100,604
71,604
130,647
33,540
144,445
324,595
115,563
25,585
156,533
349,430
60,463
214,477
83,461
105,654
389,547
265,446
80,573
240,603
373,496
229,649
108,627
63,624
188,665
392,547
418,479
354,490
227,589
70,467
127,639
397,671
281,534
137,556
41,584
321,549
323,603
347,654
407,608
142,586
257,543
350,601
410,652
28,470
402,668
395,525
95,565
109,465
241,620
320,552
127,656
349,483
35,580
246,596
60,598
273,561
74,621
120,541
112,633
62,580
221,477
245,574
379,477
82,616
79,616
275,515
320,588
27,584
245,534
96,465
292,497
185,522
58,542
403,556
306,536
217,441
75,556
383,636
344,638
276,666
222,500
3,529
134,546
141,625
15,520
214,534
214,672
166,473
287,668
15,674
118,480
176,578
93,428
24,641
153,556
231,578
31,614
127,424
220,654
161,426
271,654
206,609
140,607
360,488
167,559
414,522
134,438
403,481
49,513
146,536
46,499
131,514
371,633
417,576
410,508
205,604
92,426
94,641
282,522
388,649
140,429
250,617
411,577
18,616
177,578
377,556
144,573
403,603
188,563
219,489
341,662
381,567
259,604
212,652
144,531
49,458
371,640
230,473
416,648
300,436
383,673
48,665
200,518
414,678
290,654
115,556
196,556
193,472
180,636
401,621
254,558
15,661
31,527
243,655
111,453
79,433
128,576
290,578
387,535
225,448
22,587
342,465
89,478
136,450
368,446
248,419
143,588
311,502
268,560
22,588
38,451
382,665
399,461
219,648
333,441
170,432
326,650
112,531
347,452
90,680
211,431
253,607
324,567
414,529
12,510
343,530
348,548
416,621
255,551
92,671
392,484
378,458
393,655
298,468
211,660
106,593
136,435
206,444
168,504
209,582
339,675
280,599
86,642
213,586
184,547
21,446
76,541
309,515
243,519
383,561
185,524
164,651
123,535
215,551
257,494
317,660
69,651
77,653
294,625
359,545
47,558
289,527
126,447
214,633
13,463
97,470
271,507
358,670
111,568
324,503
172,473
249,672
141,479
357,491
369,657
156,482
225,564
8,615
399,594
199,545
364,460
51,482
91,556
413,650
170,550
30,626
357,680
137,486
142,676
285,434
339,580
193,431
349,427
151,436
13,536
257,618
202,507
172,642
304,655
263,570
415,492
399,592
281,476
269,484
251,583
97,642
277,557
157,471
379,497
215,464
233,419
411,469
382,655
224,477
330,512
405,623
115,623
245,601
217,596
131,511
254,607
324,559
366,630
308,510
277,680
314,641
131,535
89,660
49,652
391,454
284,575
374,500
348,517
289,469
207,561
300,428
193,627
120,515
411,504
2,451
172,577
369,514
65,606
352,645
385,522
368,653
332,537
282,440
396,643
91,519
214,594
325,549
29,656
194,613
168,677
109,507
333,474
103,604
147,493
228,476
28,533
380,521
141,485
192,457
2,464
350,423
225,576
102,570
406,551
272,643
310,531
11,450
338,679
373,527
142,453
394,456
162,430
364,638
82,465
404,423
22,666
35,461
22,443
272,560
182,471
328,667
386,676
337,621
365,661
160,424
409,425
222,544
408,676
193,479
104,652
357,597
238,680
116,496
283,568
197,458
